userId,date,hours,powerAmount, price 
8878,06-Jan-2019,08:10:00,120, 3.50 
8878,06-Jan-2019,12:10:00,0, 3.50 
8878,06-Jan-2019,16:10:00,100, 3.50 
8878,06-Jan-2019,20:10:00,320, 3.50 
8878,07-Jan-2019,00:10:00,340, 3.50 
8878,07-Jan-2019,04:10:00,280, 3.50 
8878,07-Jan-2019,08:10:00,120, 3.50 
8878,07-Jan-2019,12:10:00,0, 3.50 
8878,07-Jan-2019,16:10:00,100, 3.50 
8878,07-Jan-2019,20:10:00,320, 3.50 
8878,08-Jan-2019,00:10:00,340, 3.50 
8878,08-Jan-2019,04:10:00,280, 3.50 
8878,08-Jan-2019,08:10:00,120, 3.50 
8878,08-Jan-2019,12:10:00,0, 3.50 
8878,08-Jan-2019,16:10:00,100, 3.50 
8878,08-Jan-2019,20:10:00,320, 3.50 
8878,09-Jan-2019,00:10:00,340, 3.50 
8878,09-Jan-2019,04:10:00,280, 3.50 
8878,09-Jan-2019,08:10:00,120, 3.50 
8878,09-Jan-2019,12:10:00,0, 3.50 
8878,09-Jan-2019,16:10:00,100, 3.50 
8878,09-Jan-2019,20:10:00,320, 3.50 
8878,10-Jan-2019,00:10:00,340, 3.50 
8878,10-Jan-2019,04:10:00,280, 3.50 
8878,10-Jan-2019,08:10:00,120, 3.50 
8878,10-Jan-2019,12:10:00,0, 3.50 
8878,10-Jan-2019,16:10:00,100, 3.50 
8878,10-Jan-2019,20:10:00,320, 3.50 
8878,11-Jan-2019,00:10:00,340, 3.50 
8878,11-Jan-2019,04:10:00,280, 3.50 
8878,11-Jan-2019,08:10:00,120, 3.50 
8878,11-Jan-2019,12:10:00,0, 3.50 
8878,11-Jan-2019,16:10:00,100, 3.50 
8878,11-Jan-2019,20:10:00,320, 3.50 
8878,12-Jan-2019,00:10:00,340, 3.50 
8878,12-Jan-2019,04:10:00,280, 3.50 
8878,12-Jan-2019,08:10:00,120, 3.50 
8878,12-Jan-2019,12:10:00,0, 3.50 
8878,12-Jan-2019,16:10:00,100, 3.50 
8878,12-Jan-2019,20:10:00,320, 3.50 
8878,13-Jan-2019,00:10:00,340, 3.50 
8878,13-Jan-2019,04:10:00,280, 3.50 
8878,13-Jan-2019,08:10:00,120, 3.50 
8878,13-Jan-2019,12:10:00,0, 3.50 
8878,13-Jan-2019,16:10:00,100, 3.50 
8878,13-Jan-2019,20:10:00,320, 3.50 
8878,14-Jan-2019,00:10:00,340, 3.50 
8878,14-Jan-2019,04:10:00,280, 3.50 
8878,14-Jan-2019,08:10:00,120, 3.50 
8878,14-Jan-2019,12:10:00,0, 3.50 
8878,14-Jan-2019,16:10:00,100, 3.50 
8878,14-Jan-2019,20:10:00,320, 3.50 
8878,15-Jan-2019,00:10:00,340, 3.50 
8878,15-Jan-2019,04:10:00,280, 3.50 
8878,15-Jan-2019,08:10:00,120, 3.50 
8878,15-Jan-2019,12:10:00,0, 3.50 
8878,15-Jan-2019,16:10:00,100, 3.50 
8878,15-Jan-2019,20:10:00,320, 3.50 
8878,16-Jan-2019,00:10:00,340, 3.50 
8878,16-Jan-2019,04:10:00,280, 3.50 
8878,16-Jan-2019,08:10:00,120, 3.50 
8878,16-Jan-2019,12:10:00,0, 3.50 
8878,16-Jan-2019,16:10:00,100, 3.50 
8878,16-Jan-2019,20:10:00,320, 3.50 
8878,17-Jan-2019,00:10:00,340, 3.50 
8878,17-Jan-2019,04:10:00,280, 3.50 
8878,17-Jan-2019,08:10:00,120, 3.50 
8878,17-Jan-2019,12:10:00,0, 3.50 
8878,17-Jan-2019,16:10:00,100, 3.50 
8878,17-Jan-2019,20:10:00,320, 3.50 
8878,18-Jan-2019,00:10:00,340, 3.50 
8878,18-Jan-2019,04:10:00,280, 3.50 
8878,18-Jan-2019,08:10:00,120, 3.50 
8878,18-Jan-2019,12:10:00,0, 3.50 
8878,18-Jan-2019,16:10:00,100, 3.50 
8878,18-Jan-2019,20:10:00,320, 3.50 
8878,19-Jan-2019,00:10:00,340, 3.50 
8878,19-Jan-2019,04:10:00,280, 3.50 
8878,19-Jan-2019,08:10:00,120, 3.50 
8878,19-Jan-2019,12:10:00,0, 3.50 
8878,19-Jan-2019,16:10:00,100, 3.50 
8878,19-Jan-2019,20:10:00,320, 3.50 
8878,20-Jan-2019,00:10:00,340, 3.50 
8878,20-Jan-2019,04:10:00,280, 3.50 
8878,20-Jan-2019,08:10:00,120, 3.50 
8878,20-Jan-2019,12:10:00,0, 3.50 
8878,20-Jan-2019,16:10:00,100, 3.50 
8878,20-Jan-2019,20:10:00,320, 3.50 
8878,21-Jan-2019,00:10:00,340, 3.50 
8878,21-Jan-2019,04:10:00,280, 3.50 
8878,21-Jan-2019,08:10:00,120, 3.50 
8878,21-Jan-2019,12:10:00,0, 3.50 
8878,21-Jan-2019,16:10:00,100, 3.50 
8878,21-Jan-2019,20:10:00,320, 3.50 
8878,22-Jan-2019,00:10:00,340, 3.50 
8878,22-Jan-2019,04:10:00,280, 3.50 
8878,22-Jan-2019,08:10:00,120, 3.50 
8878,22-Jan-2019,12:10:00,0, 3.50 
8878,22-Jan-2019,16:10:00,100, 3.50 
8878,22-Jan-2019,20:10:00,320, 3.50 
8878,23-Jan-2019,00:10:00,340, 3.50 
8878,23-Jan-2019,04:10:00,280, 3.50 
8878,23-Jan-2019,08:10:00,120, 3.50 
8878,23-Jan-2019,12:10:00,0, 3.50 
8878,23-Jan-2019,16:10:00,100, 3.50 
8878,23-Jan-2019,20:10:00,320, 3.50 
8878,24-Jan-2019,00:10:00,340, 3.50 
8878,24-Jan-2019,04:10:00,280, 3.50 
8878,24-Jan-2019,08:10:00,120, 3.50 
8878,24-Jan-2019,12:10:00,0, 3.50 
8878,24-Jan-2019,16:10:00,100, 3.50 
8878,24-Jan-2019,20:10:00,320, 3.50 
8878,25-Jan-2019,00:10:00,340, 3.50 
8878,25-Jan-2019,04:10:00,280, 3.50 
8878,25-Jan-2019,08:10:00,120, 3.50 
8878,25-Jan-2019,12:10:00,0, 3.50 
8878,25-Jan-2019,16:10:00,100, 3.50 
8878,25-Jan-2019,20:10:00,320, 3.50 
8878,26-Jan-2019,00:10:00,340, 3.50 
8878,26-Jan-2019,04:10:00,280, 3.50 
8878,26-Jan-2019,08:10:00,120, 3.50 
8878,26-Jan-2019,12:10:00,0, 3.50 
8878,26-Jan-2019,16:10:00,100, 3.50 
8878,26-Jan-2019,20:10:00,320, 3.50 
8878,27-Jan-2019,00:10:00,340, 3.50 
8878,27-Jan-2019,04:10:00,280, 3.50 
8878,27-Jan-2019,08:10:00,120, 3.50 
8878,27-Jan-2019,12:10:00,0, 3.50 
8878,27-Jan-2019,16:10:00,100, 3.50 
8878,27-Jan-2019,20:10:00,320, 3.50 
8878,28-Jan-2019,00:10:00,340, 3.50 
8878,28-Jan-2019,04:10:00,280, 3.50 
8878,28-Jan-2019,08:10:00,120, 3.50 
8878,28-Jan-2019,12:10:00,0, 3.50 
8878,28-Jan-2019,16:10:00,100, 3.50 
8878,28-Jan-2019,20:10:00,320, 3.50 
8878,29-Jan-2019,00:10:00,340, 3.50 
8878,29-Jan-2019,04:10:00,280, 3.50 
8878,29-Jan-2019,08:10:00,120, 3.50 
8878,29-Jan-2019,12:10:00,0, 3.50 
8878,29-Jan-2019,16:10:00,100, 3.50 
8878,29-Jan-2019,20:10:00,320, 3.50 
8878,30-Jan-2019,00:10:00,340, 3.50 
8878,30-Jan-2019,04:10:00,280, 3.50 
8878,30-Jan-2019,08:10:00,120, 3.50 
8878,30-Jan-2019,12:10:00,0, 3.50 
8878,30-Jan-2019,16:10:00,100, 3.50 
8878,30-Jan-2019,20:10:00,320, 3.50 
8878,31-Jan-2019,00:10:00,340, 3.50 
8878,31-Jan-2019,04:10:00,280, 3.50 
8878,31-Jan-2019,08:10:00,120, 3.50 
8878,31-Jan-2019,12:10:00,0, 3.50 
8878,31-Jan-2019,16:10:00,100, 3.50 
8878,31-Jan-2019,20:10:00,320, 3.50 
8878,01-Feb-2019,00:10:00,340, 3.50 
8878,01-Feb-2019,04:10:00,280, 3.50 
8878,01-Feb-2019,08:10:00,120, 3.50 
8878,01-Feb-2019,12:10:00,0, 3.50 
8878,01-Feb-2019,16:10:00,100, 3.50 
8878,01-Feb-2019,20:10:00,320, 3.50 
8878,02-Feb-2019,00:10:00,340, 3.50 
8878,02-Feb-2019,04:10:00,280, 3.50 
8878,02-Feb-2019,08:10:00,120, 3.50 
8878,02-Feb-2019,12:10:00,0, 3.50 
8878,02-Feb-2019,16:10:00,100, 3.50 
8878,02-Feb-2019,20:10:00,320, 3.50 
8878,03-Feb-2019,00:10:00,340, 3.50 
8878,03-Feb-2019,04:10:00,280, 3.50 
8878,03-Feb-2019,08:10:00,120, 3.50 
8878,03-Feb-2019,12:10:00,0, 3.50 
8878,03-Feb-2019,16:10:00,100, 3.50 
8878,03-Feb-2019,20:10:00,320, 3.50 
8878,04-Feb-2019,00:10:00,340, 3.50 
8878,04-Feb-2019,04:10:00,280, 3.50 
8878,04-Feb-2019,08:10:00,120, 3.50 
8878,04-Feb-2019,12:10:00,0, 3.50 
8878,04-Feb-2019,16:10:00,100, 3.50 
8878,04-Feb-2019,20:10:00,320, 3.50 
8878,05-Feb-2019,00:10:00,340, 3.50 
8878,05-Feb-2019,04:10:00,280, 3.50 
8878,05-Feb-2019,08:10:00,120, 3.50 
8878,05-Feb-2019,12:10:00,0, 3.50 
8878,05-Feb-2019,16:10:00,100, 3.50 
8878,05-Feb-2019,20:10:00,320, 3.50 
8878,06-Feb-2019,00:10:00,340, 3.50 
8878,06-Feb-2019,04:10:00,280, 3.50 
8878,06-Feb-2019,08:10:00,120, 3.50 
8878,06-Feb-2019,12:10:00,0, 3.50 
8878,06-Feb-2019,16:10:00,100, 3.50 
8878,06-Feb-2019,20:10:00,320, 3.50 
8878,07-Feb-2019,00:10:00,340, 3.50 
8878,07-Feb-2019,04:10:00,280, 3.50 
8878,07-Feb-2019,08:10:00,120, 3.50 
8878,07-Feb-2019,12:10:00,0, 3.50 
8878,07-Feb-2019,16:10:00,100, 3.50 
8878,07-Feb-2019,20:10:00,320, 3.50 
8878,08-Feb-2019,00:10:00,340, 3.50 
8878,08-Feb-2019,04:10:00,280, 3.50 
8878,08-Feb-2019,08:10:00,120, 3.50 
8878,08-Feb-2019,12:10:00,0, 3.50 
8878,08-Feb-2019,16:10:00,100, 3.50 
8878,08-Feb-2019,20:10:00,320, 3.50 
8878,09-Feb-2019,00:10:00,340, 3.50 
8878,09-Feb-2019,04:10:00,280, 3.50 
8878,09-Feb-2019,08:10:00,120, 3.50 
8878,09-Feb-2019,12:10:00,0, 3.50 
8878,09-Feb-2019,16:10:00,100, 3.50 
8878,09-Feb-2019,20:10:00,320, 3.50 
8878,10-Feb-2019,00:10:00,340, 3.50 
8878,10-Feb-2019,04:10:00,280, 3.50 
8878,10-Feb-2019,08:10:00,120, 3.50 
8878,10-Feb-2019,12:10:00,0, 3.50 
8878,10-Feb-2019,16:10:00,100, 3.50 
8878,10-Feb-2019,20:10:00,320, 3.50 
8878,11-Feb-2019,00:10:00,340, 3.50 
8878,11-Feb-2019,04:10:00,280, 3.50 
8878,11-Feb-2019,08:10:00,120, 3.50 
8878,11-Feb-2019,12:10:00,0, 3.50 
8878,11-Feb-2019,16:10:00,100, 3.50 
8878,11-Feb-2019,20:10:00,320, 3.50 
8878,12-Feb-2019,00:10:00,340, 3.50 
8878,12-Feb-2019,04:10:00,280, 3.50 
8878,12-Feb-2019,08:10:00,120, 3.50 
8878,12-Feb-2019,12:10:00,0, 3.50 
8878,12-Feb-2019,16:10:00,100, 3.50 
8878,12-Feb-2019,20:10:00,320, 3.50 
8878,13-Feb-2019,00:10:00,340, 3.50 
8878,13-Feb-2019,04:10:00,280, 3.50 
8878,13-Feb-2019,08:10:00,120, 3.50 
8878,13-Feb-2019,12:10:00,0, 3.50 
8878,13-Feb-2019,16:10:00,100, 3.50 
8878,13-Feb-2019,20:10:00,320, 3.50 
8878,14-Feb-2019,00:10:00,340, 3.50 
8878,14-Feb-2019,04:10:00,280, 3.50 
8878,14-Feb-2019,08:10:00,120, 3.50 
8878,14-Feb-2019,12:10:00,0, 3.50 
8878,14-Feb-2019,16:10:00,100, 3.50 
8878,14-Feb-2019,20:10:00,320, 3.50 
8878,15-Feb-2019,00:10:00,340, 3.50 
8878,15-Feb-2019,04:10:00,280, 3.50 
8878,15-Feb-2019,08:10:00,120, 3.50 
8878,15-Feb-2019,12:10:00,0, 3.50 
8878,15-Feb-2019,16:10:00,100, 3.50 
8878,15-Feb-2019,20:10:00,320, 3.50 
8878,16-Feb-2019,00:10:00,340, 3.50 
8878,16-Feb-2019,04:10:00,280, 3.50 
8878,16-Feb-2019,08:10:00,120, 3.50 
8878,16-Feb-2019,12:10:00,0, 3.50 
8878,16-Feb-2019,16:10:00,100, 3.50 
8878,16-Feb-2019,20:10:00,320, 3.50 
8878,17-Feb-2019,00:10:00,340, 3.50 
8878,17-Feb-2019,04:10:00,280, 3.50 
8878,17-Feb-2019,08:10:00,120, 3.50 
8878,17-Feb-2019,12:10:00,0, 3.50 
8878,17-Feb-2019,16:10:00,100, 3.50 
8878,17-Feb-2019,20:10:00,320, 3.50 
8878,18-Feb-2019,00:10:00,340, 3.50 
8878,18-Feb-2019,04:10:00,280, 3.50 
8878,18-Feb-2019,08:10:00,120, 3.50 
8878,18-Feb-2019,12:10:00,0, 3.50 
8878,18-Feb-2019,16:10:00,100, 3.50 
8878,18-Feb-2019,20:10:00,320, 3.50 
8878,19-Feb-2019,00:10:00,340, 3.50 
8878,19-Feb-2019,04:10:00,280, 3.50 
8878,19-Feb-2019,08:10:00,120, 3.50 
8878,19-Feb-2019,12:10:00,0, 3.50 
8878,19-Feb-2019,16:10:00,100, 3.50 
8878,19-Feb-2019,20:10:00,320, 3.50 
8878,20-Feb-2019,00:10:00,340, 3.50 
8878,20-Feb-2019,04:10:00,280, 3.50 
8878,20-Feb-2019,08:10:00,120, 3.50 
8878,20-Feb-2019,12:10:00,0, 3.50 
8878,20-Feb-2019,16:10:00,100, 3.50 
8878,20-Feb-2019,20:10:00,320, 3.50 
8878,21-Feb-2019,00:10:00,340, 3.50 
8878,21-Feb-2019,04:10:00,280, 3.50 
8878,21-Feb-2019,08:10:00,120, 3.50 
8878,21-Feb-2019,12:10:00,0, 3.50 
8878,21-Feb-2019,16:10:00,100, 3.50 
8878,21-Feb-2019,20:10:00,320, 3.50 
8878,22-Feb-2019,00:10:00,340, 3.50 
8878,22-Feb-2019,04:10:00,280, 3.50 
8878,22-Feb-2019,08:10:00,120, 3.50 
8878,22-Feb-2019,12:10:00,0, 3.50 
8878,22-Feb-2019,16:10:00,100, 3.50 
8878,22-Feb-2019,20:10:00,320, 3.50 
8878,23-Feb-2019,00:10:00,340, 3.50 
8878,23-Feb-2019,04:10:00,280, 3.50 
8878,23-Feb-2019,08:10:00,120, 3.50 
8878,23-Feb-2019,12:10:00,0, 3.50 
8878,23-Feb-2019,16:10:00,100, 3.50 
8878,23-Feb-2019,20:10:00,320, 3.50 
8878,24-Feb-2019,00:10:00,340, 3.50 
8878,24-Feb-2019,04:10:00,280, 3.50 
8878,24-Feb-2019,08:10:00,120, 3.50 
8878,24-Feb-2019,12:10:00,0, 3.50 
8878,24-Feb-2019,16:10:00,100, 3.50 
8878,24-Feb-2019,20:10:00,320, 3.50 
8878,25-Feb-2019,00:10:00,340, 3.50 
8878,25-Feb-2019,04:10:00,280, 3.50 
8878,25-Feb-2019,08:10:00,120, 3.50 
8878,25-Feb-2019,12:10:00,0, 3.50 
8878,25-Feb-2019,16:10:00,100, 3.50 
8878,25-Feb-2019,20:10:00,320, 3.50 
8878,26-Feb-2019,00:10:00,340, 3.50 
8878,26-Feb-2019,04:10:00,280, 3.50 
8878,26-Feb-2019,08:10:00,120, 3.50 
8878,26-Feb-2019,12:10:00,0, 3.50 
8878,26-Feb-2019,16:10:00,100, 3.50 
8878,26-Feb-2019,20:10:00,320, 3.50 
8878,27-Feb-2019,00:10:00,340, 3.50 
8878,27-Feb-2019,04:10:00,280, 3.50 
8878,27-Feb-2019,08:10:00,120, 3.50 
8878,27-Feb-2019,12:10:00,0, 3.50 
8878,27-Feb-2019,16:10:00,100, 3.50 
8878,27-Feb-2019,20:10:00,320, 3.50 
8878,28-Feb-2019,00:10:00,340, 3.50 
8878,28-Feb-2019,04:10:00,280, 3.50 
8878,28-Feb-2019,08:10:00,120, 3.50 
8878,28-Feb-2019,12:10:00,0, 3.50 
8878,28-Feb-2019,16:10:00,100, 3.50 
8878,28-Feb-2019,20:10:00,320, 3.50 
8878,01-Mar-2019,00:10:00,340, 3.50 
8878,01-Mar-2019,04:10:00,280, 3.50 
8878,01-Mar-2019,08:10:00,120, 3.50 
8878,01-Mar-2019,12:10:00,0, 3.50 
8878,01-Mar-2019,16:10:00,100, 3.50 
8878,01-Mar-2019,20:10:00,320, 3.50 
1530,01-Jan-2019,00:10:00,0, 3.50 
1530,01-Jan-2019,04:10:00,110, 3.50 
1530,01-Jan-2019,08:10:00,352, 3.50 
1530,01-Jan-2019,12:10:00,374, 3.50 
1530,01-Jan-2019,16:10:00,308, 3.50 
1530,01-Jan-2019,20:10:00,132, 3.50 
1530,02-Jan-2019,00:10:00,0, 3.50 
1530,01-Jan-2019,00:10:00,110, 3.50 
1530,01-Jan-2019,04:10:00,352, 3.50 
1530,01-Jan-2019,08:10:00,374, 3.50 
1530,01-Jan-2019,12:10:00,308, 3.50 
1530,01-Jan-2019,16:10:00,132, 3.50 
1530,01-Jan-2019,20:10:00,0, 3.50 
1530,02-Jan-2019,00:10:00,110, 3.50 
1530,02-Jan-2019,00:10:00,352, 3.50 
1530,02-Jan-2019,04:10:00,374, 3.50 
1530,02-Jan-2019,08:10:00,308, 3.50 
1530,02-Jan-2019,12:10:00,132, 3.50 
1530,02-Jan-2019,16:10:00,0, 3.50 
1530,02-Jan-2019,20:10:00,110, 3.50 
1530,03-Jan-2019,00:10:00,352, 3.50 
1530,03-Jan-2019,00:10:00,374, 3.50 
1530,03-Jan-2019,04:10:00,308, 3.50 
1530,03-Jan-2019,08:10:00,132, 3.50 
1530,03-Jan-2019,12:10:00,0, 3.50 
1530,03-Jan-2019,16:10:00,110, 3.50 
1530,03-Jan-2019,20:10:00,352, 3.50 
1530,03-Jan-2019,00:10:00,374, 3.50 
1530,03-Jan-2019,04:10:00,308, 3.50 
1530,03-Jan-2019,08:10:00,132, 3.50 
1530,03-Jan-2019,12:10:00,0, 3.50 
1530,03-Jan-2019,16:10:00,110, 3.50 
1530,03-Jan-2019,20:10:00,352, 3.50 
1530,04-Jan-2019,00:10:00,374, 3.50 
1530,04-Jan-2019,04:10:00,308, 3.50 
1530,04-Jan-2019,08:10:00,132, 3.50 
1530,04-Jan-2019,12:10:00,0, 3.50 
1530,04-Jan-2019,16:10:00,110, 3.50 
1530,04-Jan-2019,20:10:00,352, 3.50 
1530,05-Jan-2019,00:10:00,374, 3.50 
1530,05-Jan-2019,04:10:00,308, 3.50 
1530,05-Jan-2019,08:10:00,132, 3.50 
1530,05-Jan-2019,12:10:00,0, 3.50 
1530,05-Jan-2019,16:10:00,110, 3.50 
1530,05-Jan-2019,20:10:00,352, 3.50 
1530,06-Jan-2019,00:10:00,374, 3.50 
1530,06-Jan-2019,04:10:00,308, 3.50 
1530,06-Jan-2019,08:10:00,132, 3.50 
1530,06-Jan-2019,12:10:00,0, 3.50 
1530,06-Jan-2019,16:10:00,110, 3.50 
1530,06-Jan-2019,20:10:00,352, 3.50 
1530,07-Jan-2019,00:10:00,374, 3.50 
1530,07-Jan-2019,04:10:00,308, 3.50 
1530,07-Jan-2019,08:10:00,132, 3.50 
1530,07-Jan-2019,12:10:00,0, 3.50 
1530,07-Jan-2019,16:10:00,110, 3.50 
1530,07-Jan-2019,20:10:00,352, 3.50 
1530,08-Jan-2019,00:10:00,374, 3.50 
1530,08-Jan-2019,04:10:00,308, 3.50 
1530,08-Jan-2019,08:10:00,132, 3.50 
1530,08-Jan-2019,12:10:00,0, 3.50 
1530,08-Jan-2019,16:10:00,110, 3.50 
1530,08-Jan-2019,20:10:00,352, 3.50 
1530,09-Jan-2019,00:10:00,374, 3.50 
1530,09-Jan-2019,04:10:00,308, 3.50 
1530,09-Jan-2019,08:10:00,132, 3.50 
1530,09-Jan-2019,12:10:00,0, 3.50 
1530,09-Jan-2019,16:10:00,110, 3.50 
1530,09-Jan-2019,20:10:00,352, 3.50 
1530,10-Jan-2019,00:10:00,374, 3.50 
1530,10-Jan-2019,04:10:00,308, 3.50 
1530,10-Jan-2019,08:10:00,132, 3.50 
1530,10-Jan-2019,12:10:00,0, 3.50 
1530,10-Jan-2019,16:10:00,110, 3.50 
1530,10-Jan-2019,20:10:00,352, 3.50 
1530,11-Jan-2019,00:10:00,374, 3.50 
1530,11-Jan-2019,04:10:00,308, 3.50 
1530,11-Jan-2019,08:10:00,132, 3.50 
1530,11-Jan-2019,12:10:00,0, 3.50 
1530,11-Jan-2019,16:10:00,110, 3.50 
1530,11-Jan-2019,20:10:00,352, 3.50 
1530,12-Jan-2019,00:10:00,374, 3.50 
1530,12-Jan-2019,04:10:00,308, 3.50 
1530,12-Jan-2019,08:10:00,132, 3.50 
1530,12-Jan-2019,12:10:00,0, 3.50 
1530,12-Jan-2019,16:10:00,110, 3.50 
1530,12-Jan-2019,20:10:00,352, 3.50 
1530,13-Jan-2019,00:10:00,374, 3.50 
1530,13-Jan-2019,04:10:00,308, 3.50 
1530,13-Jan-2019,08:10:00,132, 3.50 
1530,13-Jan-2019,12:10:00,0, 3.50 
1530,13-Jan-2019,16:10:00,110, 3.50 
1530,13-Jan-2019,20:10:00,352, 3.50 
1530,14-Jan-2019,00:10:00,374, 3.50 
1530,14-Jan-2019,04:10:00,308, 3.50 
1530,14-Jan-2019,08:10:00,132, 3.50 
1530,14-Jan-2019,12:10:00,0, 3.50 
1530,14-Jan-2019,16:10:00,110, 3.50 
1530,14-Jan-2019,20:10:00,352, 3.50 
1530,15-Jan-2019,00:10:00,374, 3.50 
1530,15-Jan-2019,04:10:00,308, 3.50 
1530,15-Jan-2019,08:10:00,132, 3.50 
1530,15-Jan-2019,12:10:00,0, 3.50 
1530,15-Jan-2019,16:10:00,110, 3.50 
1530,15-Jan-2019,20:10:00,352, 3.50 
1530,16-Jan-2019,00:10:00,374, 3.50 
1530,16-Jan-2019,04:10:00,308, 3.50 
1530,16-Jan-2019,08:10:00,132, 3.50 
1530,16-Jan-2019,12:10:00,0, 3.50 
1530,16-Jan-2019,16:10:00,110, 3.50 
1530,16-Jan-2019,20:10:00,352, 3.50 
1530,17-Jan-2019,00:10:00,374, 3.50 
1530,17-Jan-2019,04:10:00,308, 3.50 
1530,17-Jan-2019,08:10:00,132, 3.50 
1530,17-Jan-2019,12:10:00,0, 3.50 
1530,17-Jan-2019,16:10:00,110, 3.50 
1530,17-Jan-2019,20:10:00,352, 3.50 
1530,18-Jan-2019,00:10:00,374, 3.50 
1530,18-Jan-2019,04:10:00,308, 3.50 
1530,18-Jan-2019,08:10:00,132, 3.50 
1530,18-Jan-2019,12:10:00,0, 3.50 
1530,18-Jan-2019,16:10:00,110, 3.50 
1530,18-Jan-2019,20:10:00,352, 3.50 
1530,19-Jan-2019,00:10:00,374, 3.50 
1530,19-Jan-2019,04:10:00,308, 3.50 
1530,19-Jan-2019,08:10:00,132, 3.50 
1530,19-Jan-2019,12:10:00,0, 3.50 
1530,19-Jan-2019,16:10:00,110, 3.50 
1530,19-Jan-2019,20:10:00,352, 3.50 
1530,20-Jan-2019,00:10:00,374, 3.50 
1530,20-Jan-2019,04:10:00,308, 3.50 
1530,20-Jan-2019,08:10:00,132, 3.50 
1530,20-Jan-2019,12:10:00,0, 3.50 
1530,20-Jan-2019,16:10:00,110, 3.50 
1530,20-Jan-2019,20:10:00,352, 3.50 
1530,21-Jan-2019,00:10:00,374, 3.50 
1530,21-Jan-2019,04:10:00,308, 3.50 
1530,21-Jan-2019,08:10:00,132, 3.50 
1530,21-Jan-2019,12:10:00,0, 3.50 
1530,21-Jan-2019,16:10:00,110, 3.50 
1530,21-Jan-2019,20:10:00,352, 3.50 
1530,22-Jan-2019,00:10:00,374, 3.50 
1530,22-Jan-2019,04:10:00,308, 3.50 
1530,22-Jan-2019,08:10:00,132, 3.50 
1530,22-Jan-2019,12:10:00,0, 3.50 
1530,22-Jan-2019,16:10:00,110, 3.50 
1530,22-Jan-2019,20:10:00,352, 3.50 
1530,23-Jan-2019,00:10:00,374, 3.50 
1530,23-Jan-2019,04:10:00,308, 3.50 
1530,23-Jan-2019,08:10:00,132, 3.50 
1530,23-Jan-2019,12:10:00,0, 3.50 
1530,23-Jan-2019,16:10:00,110, 3.50 
1530,23-Jan-2019,20:10:00,352, 3.50 
1530,24-Jan-2019,00:10:00,374, 3.50 
1530,24-Jan-2019,04:10:00,308, 3.50 
1530,24-Jan-2019,08:10:00,132, 3.50 
1530,24-Jan-2019,12:10:00,0, 3.50 
1530,24-Jan-2019,16:10:00,110, 3.50 
1530,24-Jan-2019,20:10:00,352, 3.50 
1530,25-Jan-2019,00:10:00,374, 3.50 
1530,25-Jan-2019,04:10:00,308, 3.50 
1530,25-Jan-2019,08:10:00,132, 3.50 
1530,25-Jan-2019,12:10:00,0, 3.50 
1530,25-Jan-2019,16:10:00,110, 3.50 
1530,25-Jan-2019,20:10:00,352, 3.50 
1530,26-Jan-2019,00:10:00,374, 3.50 
1530,26-Jan-2019,04:10:00,308, 3.50 
1530,26-Jan-2019,08:10:00,132, 3.50 
1530,26-Jan-2019,12:10:00,0, 3.50 
