USERID,date,hour,poweramount,price
8878,13-Jan-2019,12:00:00,4.67,4.15
8878,13-Jan-2019,16:00:00,7.78,4.15
8878,13-Jan-2019,20:00:00,7.78,4.15
8878,14-Jan-2019,00:00:00,3.18,4.49
8878,14-Jan-2019,04:00:00,3.18,4.49
8878,14-Jan-2019,08:00:00,4.77,4.49
8878,14-Jan-2019,12:00:00,4.77,4.49
8878,14-Jan-2019,16:00:00,7.94,4.49
8878,14-Jan-2019,20:00:00,7.94,4.49
8878,15-Jan-2019,00:00:00,3.03,3.72
8878,15-Jan-2019,04:00:00,3.03,3.72
8878,15-Jan-2019,08:00:00,4.54,3.72
8878,15-Jan-2019,12:00:00,4.54,3.72
8878,15-Jan-2019,16:00:00,7.57,3.72
8878,15-Jan-2019,20:00:00,7.57,3.72
8878,16-Jan-2019,00:00:00,2.96,3.34
8878,16-Jan-2019,04:00:00,2.96,3.34
8878,16-Jan-2019,08:00:00,4.43,3.34
8878,16-Jan-2019,12:00:00,4.43,3.34
8878,16-Jan-2019,16:00:00,7.39,3.34
8878,16-Jan-2019,20:00:00,7.39,3.34
8878,17-Jan-2019,00:00:00,2.90,3.07
8878,17-Jan-2019,04:00:00,2.90,3.07
8878,17-Jan-2019,08:00:00,4.35,3.07
8878,17-Jan-2019,12:00:00,4.35,3.07
8878,17-Jan-2019,16:00:00,7.26,3.07
8878,17-Jan-2019,20:00:00,7.26,3.07
8878,18-Jan-2019,00:00:00,3.07,3.92
8878,18-Jan-2019,04:00:00,3.07,3.92
8878,18-Jan-2019,08:00:00,4.60,3.92
8878,18-Jan-2019,12:00:00,4.60,3.92
8878,18-Jan-2019,16:00:00,7.67,3.92
8878,18-Jan-2019,20:00:00,7.67,3.92
8878,19-Jan-2019,00:00:00,3.12,4.19
8878,19-Jan-2019,04:00:00,3.12,4.19
8878,19-Jan-2019,08:00:00,4.68,4.19
8878,19-Jan-2019,12:00:00,4.68,4.19
8878,19-Jan-2019,16:00:00,7.80,4.19
8878,19-Jan-2019,20:00:00,7.80,4.19
8878,20-Jan-2019,00:00:00,2.97,3.41
8878,20-Jan-2019,04:00:00,2.97,3.41
8878,20-Jan-2019,08:00:00,4.45,3.41
8878,20-Jan-2019,12:00:00,4.45,3.41
8878,20-Jan-2019,16:00:00,7.42,3.41
8878,20-Jan-2019,20:00:00,7.42,3.41
8878,21-Jan-2019,00:00:00,3.03,3.71
8878,21-Jan-2019,04:00:00,3.03,3.71
8878,21-Jan-2019,08:00:00,4.54,3.71
8878,21-Jan-2019,12:00:00,4.54,3.71
8878,21-Jan-2019,16:00:00,7.56,3.71
8878,21-Jan-2019,20:00:00,7.56,3.71
8878,22-Jan-2019,00:00:00,3.00,3.56
8878,22-Jan-2019,04:00:00,3.00,3.56
8878,22-Jan-2019,08:00:00,4.50,3.56
8878,22-Jan-2019,12:00:00,4.50,3.56
8878,22-Jan-2019,16:00:00,7.49,3.56
8878,22-Jan-2019,20:00:00,7.49,3.56
8878,23-Jan-2019,00:00:00,3.03,3.72
8878,23-Jan-2019,04:00:00,3.03,3.72
8878,23-Jan-2019,08:00:00,4.54,3.72
8878,23-Jan-2019,12:00:00,4.54,3.72
8878,23-Jan-2019,16:00:00,7.57,3.72
8878,23-Jan-2019,20:00:00,7.57,3.72
8878,24-Jan-2019,00:00:00,2.99,3.50
8878,24-Jan-2019,04:00:00,2.99,3.50
8878,24-Jan-2019,08:00:00,4.48,3.50
8878,24-Jan-2019,12:00:00,4.48,3.50
8878,24-Jan-2019,16:00:00,7.47,3.50
8878,24-Jan-2019,20:00:00,7.47,3.50
8878,25-Jan-2019,00:00:00,2.98,3.47
8878,25-Jan-2019,04:00:00,2.98,3.47
8878,25-Jan-2019,08:00:00,4.47,3.47
8878,25-Jan-2019,12:00:00,4.47,3.47
8878,25-Jan-2019,16:00:00,7.45,3.47
8878,25-Jan-2019,20:00:00,7.45,3.47
8878,26-Jan-2019,00:00:00,2.99,3.54
8878,26-Jan-2019,04:00:00,2.99,3.54
8878,26-Jan-2019,08:00:00,4.49,3.54
8878,26-Jan-2019,12:00:00,4.49,3.54
8878,26-Jan-2019,16:00:00,7.48,3.54
8878,26-Jan-2019,20:00:00,7.48,3.54
8878,27-Jan-2019,00:00:00,3.04,3.75
8878,27-Jan-2019,04:00:00,3.04,3.75
8878,27-Jan-2019,08:00:00,4.55,3.75
8878,27-Jan-2019,12:00:00,4.55,3.75
8878,27-Jan-2019,16:00:00,7.59,3.75
8878,27-Jan-2019,20:00:00,7.59,3.75
8878,28-Jan-2019,00:00:00,2.90,3.06
8878,28-Jan-2019,04:00:00,2.90,3.06
8878,28-Jan-2019,08:00:00,4.35,3.06
8878,28-Jan-2019,12:00:00,4.35,3.06
8878,28-Jan-2019,16:00:00,7.25,3.06
8878,28-Jan-2019,20:00:00,7.25,3.06
8878,29-Jan-2019,00:00:00,3.16,4.40
8878,29-Jan-2019,04:00:00,3.16,4.40
8878,29-Jan-2019,08:00:00,4.74,4.40
8878,29-Jan-2019,12:00:00,4.74,4.40
8878,29-Jan-2019,16:00:00,7.90,4.40
8878,29-Jan-2019,20:00:00,7.90,4.40
8878,30-Jan-2019,00:00:00,2.95,3.30
8878,30-Jan-2019,04:00:00,2.95,3.30
8878,30-Jan-2019,08:00:00,4.42,3.30
8878,30-Jan-2019,12:00:00,4.42,3.30
8878,30-Jan-2019,16:00:00,7.37,3.30
8878,30-Jan-2019,20:00:00,7.37,3.30
8878,31-Jan-2019,00:00:00,3.17,4.47
8878,31-Jan-2019,04:00:00,3.17,4.47
8878,31-Jan-2019,08:00:00,4.76,4.47
8878,31-Jan-2019,12:00:00,4.76,4.47
8878,31-Jan-2019,16:00:00,7.93,4.47
8878,31-Jan-2019,20:00:00,7.93,4.47
8878,01-Feb-2019,00:00:00,3.10,4.07
8878,01-Feb-2019,04:00:00,3.10,4.07
8878,01-Feb-2019,08:00:00,4.64,4.07
8878,01-Feb-2019,12:00:00,4.64,4.07
8878,01-Feb-2019,16:00:00,7.74,4.07
8878,01-Feb-2019,20:00:00,7.74,4.07
8878,02-Feb-2019,00:00:00,3.09,4.06
8878,02-Feb-2019,04:00:00,3.09,4.06
8878,02-Feb-2019,08:00:00,4.64,4.06
8878,02-Feb-2019,12:00:00,4.64,4.06
8878,02-Feb-2019,16:00:00,7.73,4.06
8878,02-Feb-2019,20:00:00,7.73,4.06
8878,03-Feb-2019,00:00:00,3.06,3.90
8878,03-Feb-2019,04:00:00,3.06,3.90
8878,03-Feb-2019,08:00:00,4.60,3.90
8878,03-Feb-2019,12:00:00,4.60,3.90
8878,03-Feb-2019,16:00:00,7.66,3.90
8878,03-Feb-2019,20:00:00,7.66,3.90
8878,04-Feb-2019,00:00:00,3.08,4.01
8878,04-Feb-2019,04:00:00,3.08,4.01
8878,04-Feb-2019,08:00:00,4.63,4.01
8878,04-Feb-2019,12:00:00,4.63,4.01
8878,04-Feb-2019,16:00:00,7.71,4.01
8878,04-Feb-2019,20:00:00,7.71,4.01
8878,05-Feb-2019,00:00:00,2.99,3.50
8878,05-Feb-2019,04:00:00,2.99,3.50
8878,05-Feb-2019,08:00:00,4.48,3.50
8878,05-Feb-2019,12:00:00,4.48,3.50
8878,05-Feb-2019,16:00:00,7.47,3.50
8878,05-Feb-2019,20:00:00,7.47,3.50
8878,06-Feb-2019,00:00:00,2.93,3.23
8878,06-Feb-2019,04:00:00,2.93,3.23
8878,06-Feb-2019,08:00:00,4.40,3.23
8878,06-Feb-2019,12:00:00,4.40,3.23
8878,06-Feb-2019,16:00:00,7.34,3.23
8878,06-Feb-2019,20:00:00,7.34,3.23
8878,07-Feb-2019,00:00:00,3.15,4.37
8878,07-Feb-2019,04:00:00,3.15,4.37
8878,07-Feb-2019,08:00:00,4.73,4.37
8878,07-Feb-2019,12:00:00,4.73,4.37
8878,07-Feb-2019,16:00:00,7.89,4.37
8878,07-Feb-2019,20:00:00,7.89,4.37
8878,08-Feb-2019,00:00:00,2.94,3.25
8878,08-Feb-2019,04:00:00,2.94,3.25
8878,08-Feb-2019,08:00:00,4.41,3.25
8878,08-Feb-2019,12:00:00,4.41,3.25
8878,08-Feb-2019,16:00:00,7.35,3.25
8878,08-Feb-2019,20:00:00,7.35,3.25
8878,09-Feb-2019,00:00:00,3.17,4.45
8878,09-Feb-2019,04:00:00,3.17,4.45
8878,09-Feb-2019,08:00:00,4.76,4.45
8878,09-Feb-2019,12:00:00,4.76,4.45
8878,09-Feb-2019,16:00:00,7.93,4.45
8878,09-Feb-2019,20:00:00,7.93,4.45
8878,10-Feb-2019,00:00:00,2.93,3.21
8878,10-Feb-2019,04:00:00,2.93,3.21
8878,10-Feb-2019,08:00:00,4.39,3.21
8878,10-Feb-2019,12:00:00,4.39,3.21
8878,10-Feb-2019,16:00:00,7.32,3.21
8878,10-Feb-2019,20:00:00,7.32,3.21
8878,11-Feb-2019,00:00:00,3.11,4.16
8878,11-Feb-2019,04:00:00,3.11,4.16
8878,11-Feb-2019,08:00:00,4.67,4.16
8878,11-Feb-2019,12:00:00,4.67,4.16
8878,11-Feb-2019,16:00:00,7.79,4.16
8878,11-Feb-2019,20:00:00,7.79,4.16
8878,12-Feb-2019,00:00:00,3.11,4.17
8878,12-Feb-2019,04:00:00,3.11,4.17
8878,12-Feb-2019,08:00:00,4.67,4.17
8878,12-Feb-2019,12:00:00,4.67,4.17
8878,12-Feb-2019,16:00:00,7.79,4.17
8878,12-Feb-2019,20:00:00,7.79,4.17
8878,13-Feb-2019,00:00:00,2.89,3.00
8878,13-Feb-2019,04:00:00,2.89,3.00
8878,13-Feb-2019,08:00:00,4.34,3.00
8878,13-Feb-2019,12:00:00,4.34,3.00
8878,13-Feb-2019,16:00:00,7.23,3.00
8878,13-Feb-2019,20:00:00,7.23,3.00
8878,14-Feb-2019,00:00:00,3.09,4.01
8878,14-Feb-2019,04:00:00,3.09,4.01
8878,14-Feb-2019,08:00:00,4.63,4.01
8878,14-Feb-2019,12:00:00,4.63,4.01
8878,14-Feb-2019,16:00:00,7.71,4.01
8878,14-Feb-2019,20:00:00,7.71,4.01
8878,15-Feb-2019,00:00:00,3.10,4.11
8878,15-Feb-2019,04:00:00,3.10,4.11
8878,15-Feb-2019,08:00:00,4.66,4.11
8878,15-Feb-2019,12:00:00,4.66,4.11
8878,15-Feb-2019,16:00:00,7.76,4.11
8878,15-Feb-2019,20:00:00,7.76,4.11
8878,16-Feb-2019,00:00:00,3.15,4.32
8878,16-Feb-2019,04:00:00,3.15,4.32
8878,16-Feb-2019,08:00:00,4.72,4.32
8878,16-Feb-2019,12:00:00,4.72,4.32
8878,16-Feb-2019,16:00:00,7.86,4.32
8878,16-Feb-2019,20:00:00,7.86,4.32
8878,17-Feb-2019,00:00:00,2.93,3.20
8878,17-Feb-2019,04:00:00,2.93,3.20
8878,17-Feb-2019,08:00:00,4.39,3.20
8878,17-Feb-2019,12:00:00,4.39,3.20
8878,17-Feb-2019,16:00:00,7.32,3.20
8878,17-Feb-2019,20:00:00,7.32,3.20
8878,18-Feb-2019,00:00:00,3.14,4.31
8878,18-Feb-2019,04:00:00,3.14,4.31
8878,18-Feb-2019,08:00:00,4.71,4.31
8878,18-Feb-2019,12:00:00,4.71,4.31
8878,18-Feb-2019,16:00:00,7.86,4.31
8878,18-Feb-2019,20:00:00,7.86,4.31
8878,19-Feb-2019,00:00:00,3.01,3.64
8878,19-Feb-2019,04:00:00,3.01,3.64
8878,19-Feb-2019,08:00:00,4.52,3.64
8878,19-Feb-2019,12:00:00,4.52,3.64
8878,19-Feb-2019,16:00:00,7.53,3.64
8878,19-Feb-2019,20:00:00,7.53,3.64
8878,20-Feb-2019,00:00:00,3.15,4.36
8878,20-Feb-2019,04:00:00,3.15,4.36
8878,20-Feb-2019,08:00:00,4.73,4.36
8878,20-Feb-2019,12:00:00,4.73,4.36
8878,20-Feb-2019,16:00:00,7.88,4.36
8878,20-Feb-2019,20:00:00,7.88,4.36
8878,21-Feb-2019,00:00:00,2.97,3.43
8878,21-Feb-2019,04:00:00,2.97,3.43
8878,21-Feb-2019,08:00:00,4.46,3.43
8878,21-Feb-2019,12:00:00,4.46,3.43
8878,21-Feb-2019,16:00:00,7.43,3.43
8878,21-Feb-2019,20:00:00,7.43,3.43
8878,22-Feb-2019,00:00:00,2.99,3.50
8878,22-Feb-2019,04:00:00,2.99,3.50
8878,22-Feb-2019,08:00:00,4.48,3.50
8878,22-Feb-2019,12:00:00,4.48,3.50
8878,22-Feb-2019,16:00:00,7.46,3.50
8878,22-Feb-2019,20:00:00,7.46,3.50
8878,23-Feb-2019,00:00:00,3.05,3.83
8878,23-Feb-2019,04:00:00,3.05,3.83
8878,23-Feb-2019,08:00:00,4.57,3.83
8878,23-Feb-2019,12:00:00,4.57,3.83
8878,23-Feb-2019,16:00:00,7.62,3.83
8878,23-Feb-2019,20:00:00,7.62,3.83
8878,24-Feb-2019,00:00:00,2.99,3.53
8878,24-Feb-2019,04:00:00,2.99,3.53
8878,24-Feb-2019,08:00:00,4.49,3.53
8878,24-Feb-2019,12:00:00,4.49,3.53
8878,24-Feb-2019,16:00:00,7.48,3.53
8878,24-Feb-2019,20:00:00,7.48,3.53
8878,25-Feb-2019,00:00:00,3.08,3.98
8878,25-Feb-2019,04:00:00,3.08,3.98
8878,25-Feb-2019,08:00:00,4.62,3.98
8878,25-Feb-2019,12:00:00,4.62,3.98
8878,25-Feb-2019,16:00:00,7.70,3.98
8878,25-Feb-2019,20:00:00,7.70,3.98
8878,26-Feb-2019,00:00:00,3.14,4.28
8878,26-Feb-2019,04:00:00,3.14,4.28
8878,26-Feb-2019,08:00:00,4.70,4.28
8878,26-Feb-2019,12:00:00,4.70,4.28
8878,26-Feb-2019,16:00:00,7.84,4.28
8878,26-Feb-2019,20:00:00,7.84,4.28
8878,27-Feb-2019,00:00:00,2.97,3.44
8878,27-Feb-2019,04:00:00,2.97,3.44
8878,27-Feb-2019,08:00:00,4.46,3.44
8878,27-Feb-2019,12:00:00,4.46,3.44
8878,27-Feb-2019,16:00:00,7.44,3.44
8878,27-Feb-2019,20:00:00,7.44,3.44
8878,28-Feb-2019,00:00:00,3.11,4.15
8878,28-Feb-2019,04:00:00,3.11,4.15
8878,28-Feb-2019,08:00:00,4.67,4.15
8878,28-Feb-2019,12:00:00,4.67,4.15
8878,28-Feb-2019,16:00:00,7.78,4.15
8878,28-Feb-2019,20:00:00,7.78,4.15
1530,01-Jan-2019,00:00:00,2.82,3.72
1530,01-Jan-2019,04:00:00,2.82,3.72
1530,01-Jan-2019,08:00:00,4.23,3.72
1530,01-Jan-2019,12:00:00,4.23,3.72
1530,01-Jan-2019,16:00:00,7.05,3.72
1530,01-Jan-2019,20:00:00,7.05,3.72
1530,02-Jan-2019,00:00:00,2.89,3.01
1530,02-Jan-2019,04:00:00,2.89,3.01
1530,02-Jan-2019,08:00:00,4.33,3.01
1530,02-Jan-2019,12:00:00,4.33,3.01
1530,02-Jan-2019,16:00:00,7.22,3.01
1530,02-Jan-2019,20:00:00,7.22,3.01
1530,03-Jan-2019,00:00:00,2.88,3.09
1530,03-Jan-2019,04:00:00,2.88,3.09
1530,03-Jan-2019,08:00:00,4.32,3.09
1530,03-Jan-2019,12:00:00,4.32,3.09
1530,03-Jan-2019,16:00:00,7.20,3.09
1530,03-Jan-2019,20:00:00,7.20,3.09
1530,04-Jan-2019,00:00:00,2.78,4.12
1530,04-Jan-2019,04:00:00,2.78,4.12
1530,04-Jan-2019,08:00:00,4.17,4.12
1530,04-Jan-2019,12:00:00,4.17,4.12
1530,04-Jan-2019,16:00:00,6.95,4.12
1530,04-Jan-2019,20:00:00,6.95,4.12
1530,05-Jan-2019,00:00:00,2.85,3.40
1530,05-Jan-2019,04:00:00,2.85,3.40
1530,05-Jan-2019,08:00:00,4.28,3.40
1530,05-Jan-2019,12:00:00,4.28,3.40
1530,05-Jan-2019,16:00:00,7.13,3.40
1530,05-Jan-2019,20:00:00,7.13,3.40
1530,06-Jan-2019,00:00:00,2.86,3.35
1530,06-Jan-2019,04:00:00,2.86,3.35
1530,06-Jan-2019,08:00:00,4.28,3.35
1530,06-Jan-2019,12:00:00,4.28,3.35
1530,06-Jan-2019,16:00:00,7.14,3.35
1530,06-Jan-2019,20:00:00,7.14,3.35
1530,07-Jan-2019,00:00:00,2.78,4.17
1530,07-Jan-2019,04:00:00,2.78,4.17
1530,07-Jan-2019,08:00:00,4.17,4.17
1530,07-Jan-2019,12:00:00,4.17,4.17
1530,07-Jan-2019,16:00:00,6.94,4.17
1530,07-Jan-2019,20:00:00,6.94,4.17
1530,08-Jan-2019,00:00:00,2.80,3.98
1530,08-Jan-2019,04:00:00,2.80,3.98
1530,08-Jan-2019,08:00:00,4.19,3.98
1530,08-Jan-2019,12:00:00,4.19,3.98
1530,08-Jan-2019,16:00:00,6.99,3.98
1530,08-Jan-2019,20:00:00,6.99,3.98
1530,09-Jan-2019,00:00:00,2.81,3.79
1530,09-Jan-2019,04:00:00,2.81,3.79
1530,09-Jan-2019,08:00:00,4.22,3.79
1530,09-Jan-2019,12:00:00,4.22,3.79
1530,09-Jan-2019,16:00:00,7.03,3.79
1530,09-Jan-2019,20:00:00,7.03,3.79
1530,10-Jan-2019,00:00:00,2.75,4.44
1530,10-Jan-2019,04:00:00,2.75,4.44
1530,10-Jan-2019,08:00:00,4.13,4.44
1530,10-Jan-2019,12:00:00,4.13,4.44
1530,10-Jan-2019,16:00:00,6.88,4.44
1530,10-Jan-2019,20:00:00,6.88,4.44
1530,11-Jan-2019,00:00:00,2.85,3.42
1530,11-Jan-2019,04:00:00,2.85,3.42
1530,11-Jan-2019,08:00:00,4.27,3.42
1530,11-Jan-2019,12:00:00,4.27,3.42
1530,11-Jan-2019,16:00:00,7.12,3.42
1530,11-Jan-2019,20:00:00,7.12,3.42
1530,12-Jan-2019,00:00:00,2.75,4.46
1530,12-Jan-2019,04:00:00,2.75,4.46
1530,12-Jan-2019,08:00:00,4.12,4.46
1530,12-Jan-2019,12:00:00,4.12,4.46
1530,12-Jan-2019,16:00:00,6.87,4.46
1530,12-Jan-2019,20:00:00,6.87,4.46
1530,13-Jan-2019,00:00:00,2.78,4.15
1530,13-Jan-2019,04:00:00,2.78,4.15
1530,13-Jan-2019,08:00:00,4.17,4.15
1530,13-Jan-2019,12:00:00,4.17,4.15
1530,13-Jan-2019,16:00:00,6.95,4.15
1530,13-Jan-2019,20:00:00,6.95,4.15
1530,14-Jan-2019,00:00:00,2.75,4.49
1530,14-Jan-2019,04:00:00,2.75,4.49
1530,14-Jan-2019,08:00:00,4.12,4.49
1530,14-Jan-2019,12:00:00,4.12,4.49
1530,14-Jan-2019,16:00:00,6.87,4.49
1530,14-Jan-2019,20:00:00,6.87,4.49
1530,15-Jan-2019,00:00:00,2.82,3.72
1530,15-Jan-2019,04:00:00,2.82,3.72
1530,15-Jan-2019,08:00:00,4.23,3.72
1530,15-Jan-2019,12:00:00,4.23,3.72
1530,15-Jan-2019,16:00:00,7.05,3.72
1530,15-Jan-2019,20:00:00,7.05,3.72
1530,16-Jan-2019,00:00:00,2.86,3.34
1530,16-Jan-2019,04:00:00,2.86,3.34
1530,16-Jan-2019,08:00:00,4.29,3.34
1530,16-Jan-2019,12:00:00,4.29,3.34
1530,16-Jan-2019,16:00:00,7.14,3.34
1530,16-Jan-2019,20:00:00,7.14,3.34
1530,17-Jan-2019,00:00:00,2.88,3.07
1530,17-Jan-2019,04:00:00,2.88,3.07
1530,17-Jan-2019,08:00:00,4.33,3.07
1530,17-Jan-2019,12:00:00,4.33,3.07
1530,17-Jan-2019,16:00:00,7.21,3.07
1530,17-Jan-2019,20:00:00,7.21,3.07
1530,18-Jan-2019,00:00:00,2.80,3.92
1530,18-Jan-2019,04:00:00,2.80,3.92
1530,18-Jan-2019,08:00:00,4.20,3.92
1530,18-Jan-2019,12:00:00,4.20,3.92
1530,18-Jan-2019,16:00:00,7.00,3.92
1530,18-Jan-2019,20:00:00,7.00,3.92
1530,19-Jan-2019,00:00:00,2.77,4.19
1530,19-Jan-2019,04:00:00,2.77,4.19
1530,19-Jan-2019,08:00:00,4.16,4.19
1530,19-Jan-2019,12:00:00,4.16,4.19
1530,19-Jan-2019,16:00:00,6.94,4.19
1530,19-Jan-2019,20:00:00,6.94,4.19
1530,20-Jan-2019,00:00:00,2.85,3.41
1530,20-Jan-2019,04:00:00,2.85,3.41
1530,20-Jan-2019,08:00:00,4.28,3.41
1530,20-Jan-2019,12:00:00,4.28,3.41
1530,20-Jan-2019,16:00:00,7.13,3.41
1530,20-Jan-2019,20:00:00,7.13,3.41
1530,21-Jan-2019,00:00:00,2.82,3.71
1530,21-Jan-2019,04:00:00,2.82,3.71
1530,21-Jan-2019,08:00:00,4.23,3.71
1530,21-Jan-2019,12:00:00,4.23,3.71
1530,21-Jan-2019,16:00:00,7.06,3.71
1530,21-Jan-2019,20:00:00,7.06,3.71
1530,22-Jan-2019,00:00:00,2.84,3.56
1530,22-Jan-2019,04:00:00,2.84,3.56
1530,22-Jan-2019,08:00:00,4.25,3.56
1530,22-Jan-2019,12:00:00,4.25,3.56
1530,22-Jan-2019,16:00:00,7.09,3.56
1530,22-Jan-2019,20:00:00,7.09,3.56
1530,23-Jan-2019,00:00:00,2.82,3.72
1530,23-Jan-2019,04:00:00,2.82,3.72
1530,23-Jan-2019,08:00:00,4.23,3.72
1530,23-Jan-2019,12:00:00,4.23,3.72
1530,23-Jan-2019,16:00:00,7.05,3.72
1530,23-Jan-2019,20:00:00,7.05,3.72
1530,24-Jan-2019,00:00:00,2.84,3.50
1530,24-Jan-2019,04:00:00,2.84,3.50
1530,24-Jan-2019,08:00:00,4.26,3.50
1530,24-Jan-2019,12:00:00,4.26,3.50
1530,24-Jan-2019,16:00:00,7.10,3.50
1530,24-Jan-2019,20:00:00,7.10,3.50
1530,25-Jan-2019,00:00:00,2.85,3.47
1530,25-Jan-2019,04:00:00,2.85,3.47
1530,25-Jan-2019,08:00:00,4.27,3.47
1530,25-Jan-2019,12:00:00,4.27,3.47
1530,25-Jan-2019,16:00:00,7.11,3.47
1530,25-Jan-2019,20:00:00,7.11,3.47
1530,26-Jan-2019,00:00:00,2.84,3.54
1530,26-Jan-2019,04:00:00,2.84,3.54
1530,26-Jan-2019,08:00:00,4.26,3.54
1530,26-Jan-2019,12:00:00,4.26,3.54
1530,26-Jan-2019,16:00:00,7.10,3.54
1530,26-Jan-2019,20:00:00,7.10,3.54
1530,27-Jan-2019,00:00:00,2.82,3.75
1530,27-Jan-2019,04:00:00,2.82,3.75
1530,27-Jan-2019,08:00:00,4.23,3.75
1530,27-Jan-2019,12:00:00,4.23,3.75
1530,27-Jan-2019,16:00:00,7.04,3.75
1530,27-Jan-2019,20:00:00,7.04,3.75
1530,28-Jan-2019,00:00:00,2.88,3.06
1530,28-Jan-2019,04:00:00,2.88,3.06
1530,28-Jan-2019,08:00:00,4.33,3.06
1530,28-Jan-2019,12:00:00,4.33,3.06
1530,28-Jan-2019,16:00:00,7.21,3.06
1530,28-Jan-2019,20:00:00,7.21,3.06
1530,29-Jan-2019,00:00:00,2.76,4.40
1530,29-Jan-2019,04:00:00,2.76,4.40
1530,29-Jan-2019,08:00:00,4.13,4.40
1530,29-Jan-2019,12:00:00,4.13,4.40
1530,29-Jan-2019,16:00:00,6.89,4.40
1530,29-Jan-2019,20:00:00,6.89,4.40
1530,30-Jan-2019,00:00:00,2.86,3.30
1530,30-Jan-2019,04:00:00,2.86,3.30
1530,30-Jan-2019,08:00:00,4.29,3.30
1530,30-Jan-2019,12:00:00,4.29,3.30
1530,30-Jan-2019,16:00:00,7.15,3.30
1530,30-Jan-2019,20:00:00,7.15,3.30
1530,31-Jan-2019,00:00:00,2.75,4.47
1530,31-Jan-2019,04:00:00,2.75,4.47
1530,31-Jan-2019,08:00:00,4.12,4.47
